measurement,deployment_id,timestamp,sensors/Cond,sensors/DOpct,sensors/Sal,sensors/Temp,sensors/Turb,sensors/lat,sensors/lon,sensors/pH,
Ada,12,2022-04-18T11:45:00+00:00,551.1,133.6,0.36,12.18,9.87,41.12725,-73.808,8.66,
Ada,12,2022-04-18T12:00:00+00:00,551.6,132.2,0.36,12.17,11,41.12725,-73.808,8.64,
Ada,12,2022-04-18T12:15:00+00:00,551.1,133.8,0.36,12.14,13.57,41.12725,-73.808,8.7,
Ada,12,2022-04-18T12:30:00+00:00,551.2,134.1,0.36,12.16,15.06,41.12726667,-73.808,8.72,
Ada,12,2022-04-18T12:45:00+00:00,557.6,137.9,0.36,12.18,12.67,41.12726667,-73.808,8.69,
Ada,12,2022-04-18T13:00:00+00:00,552.5,132.7,0.36,12.12,9.89,41.12725,-73.808,8.64,
Ada,12,2022-04-18T13:15:00+00:00,554.6,134.3,0.36,12.2,14.9,41.12726667,-73.80816667,8.66,
Ada,12,2022-04-18T13:30:00+00:00,551.4,135.9,0.36,12.18,10.29,41.12726667,-73.80816667,8.72,
Ada,12,2022-04-18T13:45:00+00:00,552.6,135.1,0.36,12.16,10.96,41.12728333,-73.80816667,8.75,
Ada,12,2022-04-18T14:00:00+00:00,548,134.3,0.36,12.04,17.65,41.12728333,-73.80816667,8.76,
Ada,12,2022-04-18T14:15:00+00:00,548.3,134.1,0.36,12.07,13.15,41.12726667,-73.80816667,8.72,
Ada,12,2022-04-18T14:30:00+00:00,552.7,135.4,0.36,12.14,9.12,41.12725,-73.80816667,8.7,
Ada,12,2022-04-18T14:45:00+00:00,551.9,136.2,0.36,12.12,14.04,41.12725,-73.808,8.68,
Ada,12,2022-04-18T15:00:00+00:00,552.8,132.7,0.36,12.05,15.49,41.12725,-73.808,8.6,
Ada,12,2022-04-18T15:15:00+00:00,560.5,132.2,0.37,12.09,11.92,41.12725,-73.808,8.52,
Ada,12,2022-04-18T15:30:00+00:00,555.7,129.6,0.36,11.99,13.25,41.12725,-73.80816667,8.47,
Ada,12,2022-04-18T15:45:00+00:00,559.9,130.6,0.37,11.99,13.04,41.12726667,-73.808,8.45,
Ada,12,2022-04-18T16:00:00+00:00,561.6,129,0.37,12.02,13.99,41.12725,-73.80816667,8.39,
Ada,12,2022-04-18T16:15:00+00:00,561,132.7,0.37,11.97,26.33,41.12726667,-73.80816667,8.42,
Ada,12,2022-04-18T16:30:00+00:00,560.6,139,0.37,12.2,10.54,41.12725,-73.80816667,8.48,
Ada,12,2022-04-18T16:45:00+00:00,559.9,133.6,0.37,12.09,12.53,41.12726667,-73.80816667,8.46,
Ada,12,2022-04-18T17:00:00+00:00,562.8,135.4,0.37,12.12,9.99,41.12728333,-73.80816667,8.44,
Ada,12,2022-04-18T17:15:00+00:00,563.4,137.7,0.37,12.17,10.34,41.12725,-73.80816667,8.46,
Ada,12,2022-04-18T17:30:00+00:00,565.5,138.7,0.37,12.04,15.14,41.12725,-73.80816667,8.45,
Ada,12,2022-04-18T17:45:00+00:00,561.8,140.5,0.37,12.21,14.66,41.12723333,-73.80816667,8.51,
Ada,12,2022-04-18T18:00:00+00:00,566.4,141.1,0.37,12.14,14.44,41.12725,-73.80816667,8.54,
Ada,12,2022-04-18T18:15:00+00:00,565.3,142.3,0.37,12.2,13.43,41.12726667,-73.80816667,8.56,
Ada,12,2022-04-18T18:30:00+00:00,565.8,139.4,0.37,12.18,11.61,41.12728333,-73.80816667,8.53,
Ada,12,2022-04-18T18:45:00+00:00,565.1,142.9,0.37,12.21,16.17,41.12728333,-73.80816667,8.55,
Ada,12,2022-04-18T19:00:00+00:00,565.2,141.6,0.37,12.21,11.03,41.12728333,-73.80816667,8.56,
Ada,12,2022-04-18T19:15:00+00:00,564.1,142.6,0.37,12.22,10.43,41.12728333,-73.80816667,8.56,
Ada,12,2022-04-18T19:30:00+00:00,567.5,143.4,0.37,12.33,7.85,41.12726667,-73.80816667,8.59,
Ada,12,2022-04-18T19:45:00+00:00,566.5,143.5,0.37,12.28,15.69,41.12726667,-73.80816667,8.61,
Ada,12,2022-04-18T20:00:00+00:00,566.4,145.3,0.37,12.39,10.76,41.12726667,-73.80816667,8.63,
Ada,12,2022-04-18T20:15:00+00:00,571.4,146,0.37,12.24,14.43,41.12725,-73.80816667,8.64,
Ada,12,2022-04-18T20:30:00+00:00,566.8,147.3,0.37,12.23,14.35,41.12725,-73.80816667,8.63,
Ada,12,2022-04-18T20:45:00+00:00,568,145.8,0.37,12.32,11.1,41.12725,-73.80816667,8.65,
Ada,12,2022-04-18T21:00:00+00:00,567.5,145.5,0.37,12.34,12.33,41.12725,-73.80816667,8.65,
Ada,12,2022-04-18T21:15:00+00:00,566,145.9,0.37,12.3,16.31,41.12725,-73.80816667,8.65,
Ada,12,2022-04-18T21:30:00+00:00,568.4,148,0.37,12.41,14.05,41.12725,-73.80816667,8.66,
Ada,12,2022-04-18T21:45:00+00:00,570.2,150,0.37,12.33,14.52,41.12723333,-73.80816667,8.68,
Ada,12,2022-04-18T22:00:00+00:00,569.5,147.6,0.37,12.35,11.95,41.12723333,-73.80816667,8.7,
Ada,12,2022-04-18T22:15:00+00:00,567.2,149.3,0.37,12.35,20.21,41.12723333,-73.80816667,8.71,
Ada,12,2022-04-18T22:30:00+00:00,572.2,149.2,0.37,12.38,11.36,41.12723333,-73.80816667,8.73,
Ada,12,2022-04-18T22:45:00+00:00,571.2,150.1,0.37,12.31,16.03,41.12723333,-73.80816667,8.71,
Ada,12,2022-04-18T23:00:00+00:00,569.6,149.8,0.37,12.32,14.4,41.12723333,-73.80816667,8.73,
Ada,12,2022-04-18T23:15:00+00:00,571.7,148.1,0.37,12.32,13.96,41.12723333,-73.80816667,8.71,
Ada,12,2022-04-18T23:30:00+00:00,573.5,150.6,0.37,12.25,16.32,41.12723333,-73.80816667,8.75,
Ada,12,2022-04-18T23:45:00+00:00,570.8,150.1,0.37,12.33,15.53,41.12723333,-73.80816667,8.74,
Ada,12,2022-04-19T00:00:00+00:00,572.9,149.7,0.37,12.34,13.03,41.12725,-73.80816667,8.72,
Ada,12,2022-04-19T00:15:00+00:00,571.5,149.3,0.37,12.31,11.7,41.12725,-73.80816667,8.72,
Ada,12,2022-04-19T00:30:00+00:00,570.1,149.9,0.37,12.35,18.15,41.12725,-73.80816667,8.75,
Ada,12,2022-04-19T00:45:00+00:00,570.3,150,0.37,12.4,12.85,41.12725,-73.80816667,8.79,
Ada,12,2022-04-19T01:00:00+00:00,570,152.2,0.37,12.45,15.53,41.12725,-73.80816667,8.88,
Ada,12,2022-04-19T01:15:00+00:00,575.6,156.4,0.37,12.38,13.93,41.12725,-73.80816667,9,
Ada,12,2022-04-19T01:30:00+00:00,570.6,155.3,0.37,12.38,10.89,41.12725,-73.80816667,9.03,
Ada,12,2022-04-19T01:45:00+00:00,573.8,155.9,0.37,12.38,13.94,41.12725,-73.80816667,9.04,
Ada,12,2022-04-19T02:00:00+00:00,568.6,154,0.37,12.36,16.49,41.12723333,-73.80816667,9.03,
Ada,12,2022-04-19T02:15:00+00:00,571.3,152.9,0.37,12.26,17.07,41.12723333,-73.80816667,9,
Ada,12,2022-04-19T02:30:00+00:00,565.6,153.4,0.37,12.23,11.73,41.12723333,-73.80816667,8.99,
Ada,12,2022-04-19T02:45:00+00:00,565.6,153.7,0.37,12.16,15.21,41.12723333,-73.80816667,8.96,
Ada,12,2022-04-19T03:00:00+00:00,558.4,152.1,0.36,12.17,20.36,41.12725,-73.80816667,8.94,
Ada,12,2022-04-19T03:15:00+00:00,567.2,149.6,0.37,12.1,13.12,41.12726667,-73.80816667,8.92,
Ada,12,2022-04-19T03:30:00+00:00,559.6,150.1,0.37,12.05,20.22,41.12726667,-73.80816667,8.93,
Ada,12,2022-04-19T03:45:00+00:00,562,148.5,0.37,12.06,22.86,41.12726667,-73.80816667,8.94,
Ada,12,2022-04-19T04:00:00+00:00,558.3,147.2,0.37,12.03,17.09,41.12726667,-73.808,8.9,
Ada,12,2022-04-19T04:15:00+00:00,555.6,146.7,0.36,11.92,15.86,41.12726667,-73.808,8.9,
Ada,12,2022-04-19T04:30:00+00:00,554.1,142.8,0.36,11.91,26.54,41.12728333,-73.808,8.88,
Ada,12,2022-04-19T04:45:00+00:00,537.1,139.8,0.35,11.66,16.35,41.12726667,-73.80816667,8.85,
Ada,12,2022-04-19T05:00:00+00:00,496.5,131.3,0.33,11.25,27.29,41.12725,-73.80816667,8.75,
Ada,12,2022-04-19T05:15:00+00:00,503.4,132.3,0.33,11.45,14.28,41.12723333,-73.808,8.69,
Ada,12,2022-04-19T05:30:00+00:00,519.3,135,0.34,11.59,11.89,41.12723333,-73.808,8.74,
Ada,12,2022-04-19T05:45:00+00:00,522.5,130.9,0.35,11.33,11.45,41.12721667,-73.808,8.71,
Ada,12,2022-04-19T06:00:00+00:00,471.9,126.8,0.32,10.99,24.71,41.12723333,-73.80816667,8.67,
Ada,12,2022-04-19T06:15:00+00:00,482.7,125.7,0.32,11.17,18.42,41.12725,-73.80816667,8.66,
Ada,12,2022-04-19T06:30:00+00:00,469.5,123.5,0.31,10.97,10.97,41.12725,-73.80816667,8.65,
Ada,12,2022-04-19T06:45:00+00:00,466.3,120.1,0.31,10.91,16.42,41.12725,-73.80816667,8.59,
Ada,12,2022-04-19T07:00:00+00:00,492.7,123.6,0.33,11.09,14.18,41.12725,-73.80816667,8.58,
Ada,12,2022-04-19T07:15:00+00:00,505.3,125.5,0.34,11.25,20.91,41.12723333,-73.80816667,8.61,
Ada,12,2022-04-19T07:30:00+00:00,481,119.9,0.32,10.94,14.35,41.12723333,-73.80816667,8.59,
Ada,12,2022-04-19T07:45:00+00:00,416.2,115,0.28,10.51,14.05,41.12723333,-73.80816667,8.55,
Ada,12,2022-04-19T08:00:00+00:00,458.7,118.1,0.31,10.92,16.6,41.12723333,-73.80816667,8.48,
Ada,12,2022-04-19T08:15:00+00:00,465.1,120.4,0.31,10.91,16.65,41.12723333,-73.80816667,8.45,
Ada,12,2022-04-19T08:30:00+00:00,479.6,122.6,0.32,10.99,19.08,41.12725,-73.80816667,8.49,
Ada,12,2022-04-19T08:45:00+00:00,467.8,120.7,0.31,10.88,24.63,41.12725,-73.80816667,8.5,
Ada,12,2022-04-19T09:00:00+00:00,460.3,119.8,0.31,10.8,29.44,41.12725,-73.80816667,8.49,
Ada,12,2022-04-19T09:15:00+00:00,422.3,117.1,0.29,10.48,17.8,41.12725,-73.80816667,8.49,
Ada,12,2022-04-19T09:30:00+00:00,410.4,115.2,0.28,10.36,21.92,41.12725,-73.80816667,8.44,
Ada,12,2022-04-19T09:45:00+00:00,431.9,116.6,0.29,10.48,24.36,41.12725,-73.80816667,8.39,
Ada,12,2022-04-19T10:00:00+00:00,415.4,114.8,0.28,10.31,16.73,41.12726667,-73.80816667,8.37,
Ada,12,2022-04-19T10:15:00+00:00,415.1,114.4,0.28,10.31,24.5,41.12726667,-73.80816667,8.36,
Ada,12,2022-04-19T10:30:00+00:00,407.7,113.3,0.28,10.19,20.21,41.12725,-73.80816667,8.33,
Ada,12,2022-04-19T10:45:00+00:00,396.7,111.4,0.27,10.05,14.82,41.12726667,-73.808,8.3,
Ada,12,2022-04-19T11:00:00+00:00,392.1,110.5,0.27,9.96,27.65,41.12725,-73.808,8.27,
Ada,12,2022-04-19T11:15:00+00:00,382.7,109.4,0.26,9.88,27.25,41.12725,-73.808,8.24,
Ada,12,2022-04-19T11:30:00+00:00,386.4,108.9,0.26,9.86,31.94,41.12723333,-73.808,8.23,
Ada,12,2022-04-19T11:45:00+00:00,386.8,109.4,0.27,9.82,22.97,41.12723333,-73.808,8.22,
Ada,12,2022-04-19T12:00:00+00:00,364.3,108,0.25,9.61,17.28,41.12725,-73.808,8.22,
Ada,12,2022-04-19T12:15:00+00:00,359.2,107.2,0.25,9.55,20.63,41.12723333,-73.808,8.17,
Ada,12,2022-04-19T12:30:00+00:00,369.4,108.4,0.25,9.68,19.3,41.12725,-73.808,8.16,
Ada,12,2022-04-19T12:45:00+00:00,383.4,109.6,0.26,9.81,28.76,41.12725,-73.808,8.18,
Ada,12,2022-04-19T13:00:00+00:00,379.4,109.4,0.26,9.68,19.73,41.12726667,-73.80816667,8.2,
Ada,12,2022-04-19T13:15:00+00:00,364.3,108.5,0.25,9.61,23.2,41.12726667,-73.80816667,8.18,
Ada,12,2022-04-19T13:30:00+00:00,365.8,109.1,0.25,9.65,19.42,41.12726667,-73.80816667,8.17,
Ada,12,2022-04-19T13:45:00+00:00,373,109.4,0.26,9.74,30.7,41.12728333,-73.80816667,8.18,
Ada,12,2022-04-19T14:00:00+00:00,378.8,109.7,0.26,9.84,26.07,41.12726667,-73.80816667,8.2,
Ada,12,2022-04-19T14:15:00+00:00,346.6,108.2,0.24,9.44,38.28,41.12726667,-73.80816667,8.22,
Ada,12,2022-04-19T14:30:00+00:00,351.5,109,0.24,9.57,58.08,41.12726667,-73.808,8.21,
Ada,12,2022-04-19T14:45:00+00:00,355.4,107.9,0.24,9.61,39.39,41.12725,-73.80816667,8.18,
Ada,12,2022-04-19T15:00:00+00:00,352.3,108.3,0.24,9.58,71.92,41.12725,-73.80816667,8.16,
Ada,12,2022-04-19T15:15:00+00:00,344.4,106.5,0.24,9.42,25.14,41.12725,-73.80816667,8.15,
Ada,12,2022-04-19T15:30:00+00:00,333,106.6,0.23,9.4,18.85,41.12723333,-73.80816667,8.12,
Ada,12,2022-04-19T15:45:00+00:00,318.1,106.4,0.22,9.28,22.02,41.12725,-73.80816667,8.14,
Ada,12,2022-04-19T16:00:00+00:00,313.9,105.7,0.22,9.24,21.22,41.12726667,-73.80816667,8.11,
Ada,12,2022-04-19T16:15:00+00:00,328.3,106.8,0.23,9.38,33.23,41.12725,-73.80816667,8.09,
Ada,12,2022-04-19T16:30:00+00:00,313.6,105.9,0.22,9.24,18.38,41.12726667,-73.80816667,8.1,
Ada,12,2022-04-19T16:45:00+00:00,314.3,106.4,0.22,9.3,25.79,41.12725,-73.80816667,8.1,
Ada,12,2022-04-19T17:00:00+00:00,313.5,106.9,0.22,9.34,31.76,41.12725,-73.80816667,8.1,
Ada,12,2022-04-19T17:15:00+00:00,324.9,107.7,0.22,9.45,25.37,41.12725,-73.80816667,8.1,
Ada,12,2022-04-19T17:30:00+00:00,340.1,109.6,0.23,9.64,25.85,41.12725,-73.80816667,8.14,
Ada,12,2022-04-19T17:45:00+00:00,329.8,108.4,0.23,9.42,17.82,41.12725,-73.80816667,8.12,
Ada,12,2022-04-19T18:00:00+00:00,332.4,107.3,0.23,9.37,21.3,41.12726667,-73.80816667,8.11,
Ada,12,2022-04-19T18:15:00+00:00,317.6,106.7,0.22,9.24,49.79,41.12728333,-73.80816667,8.09,
Ada,12,2022-04-19T18:30:00+00:00,324.1,107.8,0.22,9.4,26.24,41.12728333,-73.80816667,8.1,
Ada,12,2022-04-19T18:45:00+00:00,328.5,110.7,0.23,9.44,27.4,41.12728333,-73.80816667,8.13,
Ada,12,2022-04-19T19:00:00+00:00,299.1,107.8,0.21,9.04,21.68,41.12726667,-73.80816667,8.17,
Ada,12,2022-04-19T19:15:00+00:00,303.6,107,0.21,9.19,36.38,41.12726667,-73.80816667,8.13,
Ada,12,2022-04-19T19:30:00+00:00,291.2,106.1,0.2,9.03,27.11,41.12726667,-73.80816667,8.1,
Ada,12,2022-04-19T19:45:00+00:00,307.4,107.8,0.21,9.2,25.88,41.12726667,-73.80816667,8.09,
Ada,12,2022-04-19T20:00:00+00:00,314.5,109.7,0.22,9.52,21.52,41.12726667,-73.80816667,8.1,
Ada,12,2022-04-19T20:15:00+00:00,313.7,108.6,0.22,9.37,12.11,41.12725,-73.80816667,8.12,
Ada,12,2022-04-19T20:30:00+00:00,307,107.7,0.21,9.25,25.19,41.12725,-73.80816667,8.11,
Ada,12,2022-04-19T20:45:00+00:00,308.6,108,0.21,9.23,27.57,41.12725,-73.808,8.1,
Ada,12,2022-04-19T21:00:00+00:00,311.7,108.3,0.22,9.27,42.58,41.12725,-73.80816667,8.11,
Ada,12,2022-04-19T21:15:00+00:00,311.8,108.7,0.22,9.38,22.04,41.12723333,-73.80816667,8.12,
Ada,12,2022-04-19T21:30:00+00:00,313.5,107.8,0.22,9.24,25.75,41.12725,-73.80816667,8.12,
Ada,12,2022-04-19T21:45:00+00:00,307,107.8,0.21,9.2,31.01,41.12723333,-73.80816667,8.11,
Ada,12,2022-04-19T22:00:00+00:00,306.5,109.6,0.21,9.42,34.53,41.12723333,-73.80816667,8.15,
Ada,12,2022-04-19T22:15:00+00:00,312.5,108.6,0.22,9.25,28.98,41.12721667,-73.80816667,8.12,
Ada,12,2022-04-19T22:30:00+00:00,300.8,108.3,0.21,9.33,21.45,41.12723333,-73.80816667,8.11,
Ada,12,2022-04-19T22:45:00+00:00,297.3,107.9,0.21,9.19,39.89,41.12723333,-73.80816667,8.1,
Ada,12,2022-04-19T23:00:00+00:00,311.6,110.3,0.21,9.53,29.52,41.12723333,-73.80816667,8.1,
Ada,12,2022-04-19T23:15:00+00:00,319.5,113.2,0.22,9.88,14.14,41.12723333,-73.80816667,8.15,
Ada,12,2022-04-19T23:30:00+00:00,300.2,107.8,0.21,9.23,26.08,41.12723333,-73.80816667,8.16,
Ada,12,2022-04-19T23:45:00+00:00,311.5,109.2,0.22,9.3,20.61,41.12725,-73.80816667,8.12,
Ada,12,2022-04-20T00:00:00+00:00,310.7,106.7,0.22,9.15,22.35,41.12725,-73.80816667,8.11,
Ada,12,2022-04-20T00:15:00+00:00,300.8,107.1,0.21,9.19,20.24,41.12725,-73.80816667,8.09,
Ada,12,2022-04-20T00:30:00+00:00,313.1,109.8,0.22,9.48,34.65,41.12725,-73.80816667,8.1,
Ada,12,2022-04-20T00:45:00+00:00,298.1,106.6,0.21,9.12,25.15,41.12725,-73.808,8.1,
Ada,12,2022-04-20T01:00:00+00:00,296.1,105.9,0.21,9.17,20.21,41.12725,-73.808,8.08,
Ada,12,2022-04-20T01:15:00+00:00,301.5,107.4,0.21,9.2,20.43,41.12725,-73.808,8.09,
Ada,12,2022-04-20T01:30:00+00:00,307.1,109.5,0.21,9.34,32.35,41.12725,-73.808,8.11,
Ada,12,2022-04-20T01:45:00+00:00,306.5,107.4,0.21,9.18,30.85,41.12725,-73.808,8.1,
Ada,12,2022-04-20T02:00:00+00:00,309.8,108.3,0.21,9.29,32.61,41.12725,-73.808,8.11,
Ada,12,2022-04-20T02:15:00+00:00,311.4,110.2,0.21,9.38,22.82,41.12723333,-73.808,8.14,
Ada,12,2022-04-20T02:30:00+00:00,310.5,111.8,0.21,9.35,19.73,41.12723333,-73.80816667,8.17,
Ada,12,2022-04-20T02:45:00+00:00,310.7,111.4,0.21,9.33,15.82,41.12723333,-73.808,8.18,
Ada,12,2022-04-20T03:00:00+00:00,312,111.5,0.22,9.29,18.41,41.12725,-73.80816667,8.18,
Ada,12,2022-04-20T03:15:00+00:00,313.4,110.7,0.22,9.27,102.1,41.12726667,-73.80816667,8.18,
Ada,12,2022-04-20T03:30:00+00:00,306.9,109.9,0.21,9.21,24.68,41.12726667,-73.808,8.19,
Ada,12,2022-04-20T03:45:00+00:00,307.6,110.3,0.21,9.19,33.34,41.12726667,-73.808,8.18,
Ada,12,2022-04-20T04:00:00+00:00,306,109.9,0.21,9.15,28.88,41.12726667,-73.808,8.18,
Ada,12,2022-04-20T04:15:00+00:00,305,109.9,0.21,9.13,22.64,41.12728333,-73.808,8.18,
Ada,12,2022-04-20T04:30:00+00:00,304.6,109.8,0.21,9.1,20.98,41.12726667,-73.808,8.16,
Ada,12,2022-04-20T04:45:00+00:00,304.7,109.6,0.21,9.08,43.68,41.12726667,-73.808,8.16,
Ada,12,2022-04-20T05:00:00+00:00,306.2,108.7,0.21,9.07,23.61,41.12725,-73.808,8.15,
Ada,12,2022-04-20T05:15:00+00:00,309.8,108.8,0.22,9.05,67.64,41.12725,-73.808,8.14,
Ada,12,2022-04-20T05:30:00+00:00,307.7,108.8,0.21,9.02,22.84,41.12723333,-73.808,8.14,
Ada,12,2022-04-20T05:45:00+00:00,306.8,107.8,0.21,8.96,44.36,41.12723333,-73.808,8.14,
Ada,12,2022-04-20T06:00:00+00:00,305.2,108.3,0.21,8.95,21.94,41.12725,-73.808,8.14,
Ada,12,2022-04-20T06:15:00+00:00,303.3,108,0.21,8.9,64.51,41.12725,-73.80816667,8.14,
Ada,12,2022-04-20T06:30:00+00:00,304,107.9,0.21,8.9,20.39,41.12725,-73.80816667,8.13,
Ada,12,2022-04-20T06:45:00+00:00,306,107,0.21,8.89,29.07,41.12725,-73.80816667,8.13,
Ada,12,2022-04-20T07:00:00+00:00,310.6,106.7,0.22,8.9,22.6,41.12725,-73.80816667,8.12,
Ada,12,2022-04-20T07:15:00+00:00,308.9,105.7,0.22,8.88,37.57,41.12725,-73.80816667,8.11,
Ada,12,2022-04-20T07:30:00+00:00,303.9,105.2,0.21,8.83,52.19,41.12725,-73.80816667,8.1,
Ada,12,2022-04-20T07:45:00+00:00,306.3,105.9,0.21,8.82,30.1,41.12723333,-73.80816667,8.09,
Ada,12,2022-04-20T08:00:00+00:00,304.7,106,0.21,8.8,25.21,41.12723333,-73.80816667,8.09,
Ada,12,2022-04-20T08:15:00+00:00,303,105.4,0.21,8.76,38.97,41.12725,-73.80816667,8.09,
Ada,12,2022-04-20T08:30:00+00:00,303.5,105.5,0.21,8.74,160.3,41.12725,-73.80816667,8.09,
Ada,12,2022-04-20T08:45:00+00:00,304.5,105.2,0.21,8.71,42.04,41.12725,-73.80816667,8.09,
Ada,12,2022-04-20T09:00:00+00:00,304.4,105.2,0.21,8.69,26.75,41.12726667,-73.80816667,8.08,
Ada,12,2022-04-20T09:15:00+00:00,303.7,104.3,0.21,8.65,25.97,41.12726667,-73.80816667,8.07,
Ada,12,2022-04-20T09:30:00+00:00,306.3,103.4,0.22,8.65,22.97,41.12725,-73.80816667,8.06,
Ada,12,2022-04-20T09:45:00+00:00,303.6,102.1,0.21,8.58,92.1,41.12726667,-73.80816667,8.05,
Ada,12,2022-04-20T10:00:00+00:00,307.1,104,0.22,8.61,33.5,41.12726667,-73.80816667,8.06,
Ada,12,2022-04-20T10:15:00+00:00,304,101.9,0.21,8.52,25.69,41.12726667,-73.80816667,8.05,
Ada,12,2022-04-20T10:30:00+00:00,305.5,103.1,0.22,8.53,22.32,41.12725,-73.80816667,8.05,
Ada,12,2022-04-20T10:45:00+00:00,305.6,102.3,0.22,8.49,46.02,41.12726667,-73.808,8.05,
Ada,12,2022-04-20T11:00:00+00:00,308.1,103.3,0.22,8.51,37.66,41.12725,-73.808,8.04,
Ada,12,2022-04-20T11:15:00+00:00,307.6,101.8,0.22,8.44,21.98,41.12725,-73.808,8.04,
Ada,12,2022-04-20T11:30:00+00:00,308.7,102.6,0.22,8.47,21.48,41.12725,-73.808,8.04,
Ada,12,2022-04-20T11:45:00+00:00,309.3,102.7,0.22,8.47,17.56,41.12725,-73.808,8.04,
Ada,12,2022-04-20T12:00:00+00:00,306.4,103.2,0.22,8.47,21.77,41.12723333,-73.808,8.04,
Ada,12,2022-04-20T12:15:00+00:00,309.2,103.4,0.22,8.49,31.06,41.12725,-73.80816667,8.04,
Ada,12,2022-04-20T12:30:00+00:00,310.2,103.2,0.22,8.54,19.62,41.12725,-73.808,8.04,
Ada,12,2022-04-20T12:45:00+00:00,312.3,103.2,0.22,8.6,24.45,41.12725,-73.808,8.04,
Ada,12,2022-04-20T13:00:00+00:00,312.5,103.2,0.22,8.65,43.71,41.12725,-73.80816667,8.04,
Ada,12,2022-04-20T13:15:00+00:00,312.5,103.3,0.22,8.68,36.78,41.12726667,-73.80816667,8.04,
Ada,12,2022-04-20T13:30:00+00:00,312.3,104.5,0.22,8.75,25.2,41.12726667,-73.80816667,8.05,
Ada,12,2022-04-20T13:45:00+00:00,313.6,104.2,0.22,8.84,32.32,41.12726667,-73.80816667,8.04,
Ada,12,2022-04-20T14:00:00+00:00,314.4,104.1,0.22,8.96,13.9,41.12726667,-73.80816667,8.05,
Ada,12,2022-04-20T14:15:00+00:00,316,104.8,0.22,9.04,48.25,41.12725,-73.80816667,8.05,
Ada,12,2022-04-20T14:30:00+00:00,317.9,105.1,0.22,9.16,25.29,41.12723333,-73.80816667,8.05,
Ada,12,2022-04-20T14:45:00+00:00,318.9,105.6,0.22,9.29,16,41.12723333,-73.80816667,8.05,
Ada,12,2022-04-20T15:00:00+00:00,320.2,106.1,0.22,9.43,25.12,41.12723333,-73.808,8.07,
Ada,12,2022-04-20T15:15:00+00:00,323.3,106.4,0.22,9.58,82.4,41.12723333,-73.80816667,8.07,
Ada,12,2022-04-20T15:30:00+00:00,326.8,107.3,0.22,9.71,32.83,41.12723333,-73.80816667,8.06,
Ada,12,2022-04-20T15:45:00+00:00,330.2,108.1,0.23,9.88,25.98,41.12723333,-73.80816667,8.06,
Ada,12,2022-04-20T16:00:00+00:00,333.9,108.7,0.23,10.06,50.2,41.12725,-73.80816667,8.06,
Ada,12,2022-04-20T16:15:00+00:00,335.7,109.7,0.23,10.25,28.62,41.12725,-73.80816667,8.06,
Ada,12,2022-04-20T16:30:00+00:00,337.7,111.5,0.23,10.48,23.77,41.12726667,-73.80816667,8.07,
Ada,12,2022-04-20T16:45:00+00:00,334,113.9,0.23,10.32,19.49,41.12728333,-73.80816667,8.12,
Ada,12,2022-04-20T17:00:00+00:00,335.2,115.4,0.22,10.47,28.42,41.12725,-73.80816667,8.15,
Ada,12,2022-04-20T17:15:00+00:00,334.9,116.4,0.22,10.44,24.56,41.12725,-73.80816667,8.16,
Ada,12,2022-04-20T17:30:00+00:00,349.3,115.5,0.23,11.4,50.88,41.12723333,-73.80816667,8.14,
Ada,12,2022-04-20T17:45:00+00:00,348.6,116.8,0.23,11.37,27.26,41.12725,-73.80816667,8.14,
Ada,12,2022-04-20T18:00:00+00:00,337.2,115.7,0.23,10.5,23.11,41.12726667,-73.80816667,8.18,
Ada,12,2022-04-20T18:15:00+00:00,333.8,115.5,0.22,10.55,33.17,41.12728333,-73.80816667,8.19,
Ada,12,2022-04-20T18:30:00+00:00,330.6,112.2,0.22,10,68.21,41.12728333,-73.80816667,8.17,
Ada,12,2022-04-20T18:45:00+00:00,337.2,115.5,0.23,10.59,25.41,41.12726667,-73.80816667,8.17,
Ada,12,2022-04-20T19:00:00+00:00,331.7,116.3,0.22,10.1,83.4,41.12728333,-73.80816667,8.2,
Ada,12,2022-04-20T19:15:00+00:00,328.7,113.7,0.22,9.95,29.71,41.12726667,-73.80816667,8.19,
Ada,12,2022-04-20T19:30:00+00:00,331.3,114.1,0.22,10.11,29.14,41.12726667,-73.80816667,8.18,
Ada,12,2022-04-20T19:45:00+00:00,331.4,115,0.22,10.08,41.69,41.12725,-73.80816667,8.19,
Ada,12,2022-04-20T20:00:00+00:00,331.6,115.3,0.23,10.01,28.13,41.12725,-73.80816667,8.2,
Ada,12,2022-04-20T20:15:00+00:00,329.9,113.8,0.22,9.96,26.84,41.12723333,-73.80816667,8.21,
Ada,12,2022-04-20T20:30:00+00:00,331.7,113.9,0.22,10.19,18.46,41.12723333,-73.80816667,8.2,
Ada,12,2022-04-20T20:45:00+00:00,332.3,114.4,0.23,10,39.78,41.12723333,-73.80816667,8.19,
Ada,12,2022-04-20T21:00:00+00:00,332.6,116,0.23,10.1,21.71,41.12723333,-73.80816667,8.21,
Ada,12,2022-04-20T21:15:00+00:00,332,115.8,0.23,10.04,71.68,41.12723333,-73.80816667,8.22,
Ada,12,2022-04-20T21:30:00+00:00,332.2,114.4,0.23,9.96,39.25,41.12723333,-73.80816667,8.21,
Ada,12,2022-04-20T21:45:00+00:00,330.1,114.3,0.23,9.74,36.88,41.12721667,-73.80816667,8.21,
