measurement,deployment_id,timestamp,sensors/Cond,sensors/DOpct,sensors/Sal,sensors/Temp,sensors/Turb,sensors/lat,sensors/lon,sensors/pH,
Ada,14,2022-07-06T14:00:00+00:00,880,82.2,0.42,25.97,1.24,41.12726667,-73.80816667,7.28,
Ada,14,2022-07-06T14:15:00+00:00,880,68.37,0.42,25.76,1.25,41.12726667,-73.80816667,7.18,
Ada,14,2022-07-06T14:30:00+00:00,879,73.55,0.42,25.87,1.23,41.12725,-73.80816667,7.18,
Ada,14,2022-07-06T14:45:00+00:00,875,63.77,0.42,25.69,1.23,41.12723333,-73.80816667,7.14,
Ada,14,2022-07-06T15:00:00+00:00,874,82.6,0.42,25.71,1.29,41.12725,-73.80816667,7.25,
Ada,14,2022-07-06T15:15:00+00:00,878,62.74,0.42,25.76,1.36,41.12723333,-73.80816667,7.13,
Ada,14,2022-07-06T15:30:00+00:00,878,69.45,0.42,25.77,1.33,41.12725,-73.80816667,7.18,
Ada,14,2022-07-06T15:45:00+00:00,877,69.56,0.42,25.79,1.36,41.12723333,-73.80816667,7.16,
Ada,14,2022-07-06T16:00:00+00:00,876,78.02,0.42,25.83,1.29,41.12723333,-73.80816667,7.22,
Ada,14,2022-07-06T16:15:00+00:00,877,70.34,0.42,25.87,1.3,41.12723333,-73.80816667,7.18,
Ada,14,2022-07-06T16:30:00+00:00,879,82,0.42,25.88,1.3,41.12721667,-73.80816667,7.25,
Ada,14,2022-07-06T16:45:00+00:00,879,80.2,0.42,25.89,1.73,41.1272,-73.80816667,7.24,
Ada,14,2022-07-06T17:00:00+00:00,875,86.5,0.42,25.87,2.27,41.1272,-73.80816667,7.27,
Ada,14,2022-07-06T17:15:00+00:00,880,88.3,0.42,25.92,2.87,41.1272,-73.80816667,7.3,
Ada,14,2022-07-06T17:30:00+00:00,880,90.6,0.42,25.9,2.69,41.1272,-73.80816667,7.32,
Ada,14,2022-07-06T17:45:00+00:00,881,85.9,0.42,25.96,2.37,41.1272,-73.80816667,7.28,
Ada,14,2022-07-06T18:00:00+00:00,881,83.4,0.42,25.92,1.31,41.1272,-73.80816667,7.27,
Ada,14,2022-07-06T18:15:00+00:00,880,88.5,0.42,25.93,1.48,41.12721667,-73.80816667,7.29,
Ada,14,2022-07-06T18:30:00+00:00,878,87.8,0.42,25.98,1.2,41.12721667,-73.80816667,7.31,
Ada,14,2022-07-06T18:45:00+00:00,880,89,0.42,25.94,1.42,41.12723333,-73.80816667,7.31,
Ada,14,2022-07-06T19:00:00+00:00,880,88.4,0.42,25.97,1.28,41.12723333,-73.80816667,7.31,
Ada,14,2022-07-06T19:15:00+00:00,881,89.2,0.42,26.05,1.47,41.12723333,-73.80816667,7.31,
Ada,14,2022-07-06T19:30:00+00:00,882,92,0.42,26.07,1.41,41.12723333,-73.80816667,7.33,
Ada,14,2022-07-06T19:45:00+00:00,882,90.1,0.42,26.02,1.53,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-06T20:00:00+00:00,884,90.4,0.42,26.05,2.2,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-06T20:15:00+00:00,884,91.7,0.42,26.05,1.33,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-06T20:30:00+00:00,885,94.7,0.42,26.09,1.49,41.12723333,-73.80816667,7.36,
Ada,14,2022-07-06T20:45:00+00:00,885,93.9,0.42,26.14,1.38,41.12723333,-73.80816667,7.35,
Ada,14,2022-07-06T21:00:00+00:00,887,94.6,0.42,26.14,1.55,41.12721667,-73.80816667,7.34,
Ada,14,2022-07-06T21:15:00+00:00,886,93.4,0.42,26.19,1.45,41.12721667,-73.80816667,7.34,
Ada,14,2022-07-06T21:30:00+00:00,885,93,0.42,26.13,1.28,41.12721667,-73.80816667,7.34,
Ada,14,2022-07-06T21:45:00+00:00,885,93,0.42,26.18,1.21,41.12723333,-73.80816667,7.34,
Ada,14,2022-07-06T22:00:00+00:00,885,93.6,0.42,26.18,1.27,41.12723333,-73.80816667,7.34,
Ada,14,2022-07-06T22:15:00+00:00,890,95.4,0.42,26.2,1.92,41.12725,-73.808,7.35,
Ada,14,2022-07-06T22:30:00+00:00,890,96.1,0.43,26.18,1.54,41.12726667,-73.808,7.34,
Ada,14,2022-07-06T22:45:00+00:00,889,94.8,0.42,26.19,1.27,41.12726667,-73.808,7.34,
Ada,14,2022-07-06T23:00:00+00:00,889,93.1,0.42,26.21,1.23,41.12725,-73.808,7.32,
Ada,14,2022-07-06T23:15:00+00:00,887,93,0.42,26.21,1.51,41.12725,-73.808,7.31,
Ada,14,2022-07-06T23:30:00+00:00,889,92.9,0.42,26.21,1.61,41.12725,-73.808,7.31,
Ada,14,2022-07-06T23:45:00+00:00,889,91.8,0.42,26.22,1.45,41.12723333,-73.808,7.31,
Ada,14,2022-07-07T00:00:00+00:00,890,87.4,0.42,26.24,1.36,41.12721667,-73.808,7.32,
Ada,14,2022-07-07T00:15:00+00:00,889,84,0.42,26.22,1.36,41.12721667,-73.808,7.31,
Ada,14,2022-07-07T00:30:00+00:00,891,81.2,0.43,26.22,1.38,41.12721667,-73.808,7.28,
Ada,14,2022-07-07T00:45:00+00:00,889,82.2,0.42,26.21,1.45,41.12723333,-73.80816667,7.27,
Ada,14,2022-07-07T01:00:00+00:00,896,81.1,0.43,26.22,1.35,41.12725,-73.80816667,7.27,
Ada,14,2022-07-07T01:15:00+00:00,896,82.5,0.43,26.21,1.51,41.12725,-73.80816667,7.27,
Ada,14,2022-07-07T01:30:00+00:00,888,83.4,0.42,26.19,1.41,41.12725,-73.80816667,7.28,
Ada,14,2022-07-07T01:45:00+00:00,889,82.9,0.42,26.19,1.52,41.12723333,-73.80816667,7.27,
Ada,14,2022-07-07T02:00:00+00:00,891,82.2,0.43,26.22,2.06,41.12723333,-73.80816667,7.26,
Ada,14,2022-07-07T02:15:00+00:00,893,83.4,0.43,26.21,1.35,41.12723333,-73.80816667,7.25,
Ada,14,2022-07-07T02:30:00+00:00,892,84.2,0.43,26.21,1.44,41.12723333,-73.80816667,7.26,
Ada,14,2022-07-07T02:45:00+00:00,892,83.8,0.43,26.2,1.67,41.12723333,-73.80816667,7.25,
Ada,14,2022-07-07T03:00:00+00:00,893,83.7,0.43,26.19,1.44,41.12723333,-73.80816667,7.25,
Ada,14,2022-07-07T03:15:00+00:00,893,86.6,0.43,26.21,1.61,41.12725,-73.80816667,7.26,
Ada,14,2022-07-07T03:30:00+00:00,890,86.4,0.43,26.19,1.85,41.12725,-73.80816667,7.26,
Ada,14,2022-07-07T03:45:00+00:00,889,84.3,0.42,26.17,1.51,41.12725,-73.80816667,7.26,
Ada,14,2022-07-07T04:00:00+00:00,890,81.2,0.43,26.17,1.47,41.12725,-73.80816667,7.28,
Ada,14,2022-07-07T04:15:00+00:00,897,84.2,0.43,26.19,2.84,41.12726667,-73.80816667,7.27,
Ada,14,2022-07-07T04:30:00+00:00,893,88.2,0.43,26.22,2.68,41.12726667,-73.80816667,7.28,
Ada,14,2022-07-07T04:45:00+00:00,894,88.8,0.43,26.17,2.88,41.12725,-73.80816667,7.27,
Ada,14,2022-07-07T05:00:00+00:00,896,88.2,0.43,26.19,1.41,41.12725,-73.80816667,7.28,
Ada,14,2022-07-07T05:15:00+00:00,893,88.9,0.43,26.19,2.26,41.12725,-73.80816667,7.27,
Ada,14,2022-07-07T05:30:00+00:00,894,88.8,0.43,26.14,2.2,41.12726667,-73.80816667,7.27,
Ada,14,2022-07-07T05:45:00+00:00,895,88.9,0.43,26.15,1.77,41.12725,-73.80816667,7.27,
Ada,14,2022-07-07T06:00:00+00:00,895,87.1,0.43,26.17,1.55,41.12725,-73.808,7.25,
Ada,14,2022-07-07T06:15:00+00:00,895,90.1,0.43,26.16,4.9,41.12725,-73.808,7.28,
Ada,14,2022-07-07T06:30:00+00:00,892,88.2,0.43,26.18,4.86,41.12725,-73.808,7.27,
Ada,14,2022-07-07T06:45:00+00:00,894,90.2,0.43,26.17,4.63,41.12725,-73.808,7.3,
Ada,14,2022-07-07T07:00:00+00:00,894,92.7,0.43,26.14,4.2,41.12725,-73.80816667,7.32,
Ada,14,2022-07-07T07:15:00+00:00,892,91.9,0.43,26.12,4.61,41.12725,-73.808,7.34,
Ada,14,2022-07-07T07:30:00+00:00,892,90.1,0.43,26.1,4.04,41.12725,-73.808,7.3,
Ada,14,2022-07-07T07:45:00+00:00,890,91.1,0.43,26.06,3.49,41.12726667,-73.80816667,7.32,
Ada,14,2022-07-07T08:00:00+00:00,886,89.6,0.42,26.03,3.58,41.12726667,-73.80816667,7.36,
Ada,14,2022-07-07T08:15:00+00:00,887,89.6,0.43,26,3.61,41.12726667,-73.80816667,7.36,
Ada,14,2022-07-07T08:30:00+00:00,889,91.9,0.43,25.98,3.17,41.12728333,-73.80816667,7.34,
Ada,14,2022-07-07T08:45:00+00:00,888,80.4,0.43,25.95,2.99,41.12726667,-73.80816667,7.34,
Ada,14,2022-07-07T09:00:00+00:00,889,85.8,0.43,25.92,3.42,41.12725,-73.80816667,7.31,
Ada,14,2022-07-07T09:15:00+00:00,886,86.2,0.43,25.9,3,41.12725,-73.80816667,7.33,
Ada,14,2022-07-07T09:30:00+00:00,886,87.9,0.43,25.87,2.54,41.12725,-73.80816667,7.33,
Ada,14,2022-07-07T09:45:00+00:00,885,86,0.43,25.85,2.36,41.12725,-73.80816667,7.32,
Ada,14,2022-07-07T10:00:00+00:00,885,86.2,0.43,25.82,2.8,41.12723333,-73.80816667,7.33,
Ada,14,2022-07-07T10:15:00+00:00,884,86.3,0.43,25.8,2.38,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-07T10:30:00+00:00,883,82.9,0.43,25.77,1.66,41.12725,-73.80816667,7.3,
Ada,14,2022-07-07T10:45:00+00:00,884,85.5,0.43,25.75,1.84,41.12725,-73.80816667,7.31,
Ada,14,2022-07-07T11:00:00+00:00,883,82.2,0.43,25.73,1.47,41.12725,-73.80816667,7.3,
Ada,14,2022-07-07T11:15:00+00:00,882,81.4,0.43,25.71,3.41,41.12725,-73.80816667,7.29,
Ada,14,2022-07-07T11:30:00+00:00,881,82.9,0.43,25.69,1.39,41.12725,-73.80816667,7.29,
Ada,14,2022-07-07T11:45:00+00:00,882,76.82,0.43,25.69,1.57,41.12725,-73.80816667,7.28,
Ada,14,2022-07-07T12:00:00+00:00,881,80.5,0.43,25.67,1.48,41.12723333,-73.80816667,7.3,
Ada,14,2022-07-07T12:15:00+00:00,882,82.4,0.43,25.68,1.46,41.12725,-73.80816667,7.29,
Ada,14,2022-07-07T12:30:00+00:00,882,82.1,0.43,25.69,1.41,41.12725,-73.80816667,7.29,
Ada,14,2022-07-07T12:45:00+00:00,882,81.9,0.43,25.69,1.45,41.12728333,-73.80816667,7.3,
Ada,14,2022-07-07T13:00:00+00:00,882,81.8,0.43,25.68,1.46,41.12728333,-73.80816667,7.3,
Ada,14,2022-07-07T13:15:00+00:00,882,82,0.43,25.68,1.41,41.12728333,-73.80816667,7.3,
Ada,14,2022-07-07T13:30:00+00:00,882,81.4,0.43,25.7,1.42,41.12726667,-73.80816667,7.29,
Ada,14,2022-07-07T13:45:00+00:00,882,76.01,0.43,25.7,1.39,41.12726667,-73.80816667,7.28,
Ada,14,2022-07-07T14:00:00+00:00,882,80.3,0.43,25.69,3.87,41.12726667,-73.80816667,7.3,
Ada,14,2022-07-07T14:15:00+00:00,883,70.16,0.43,25.67,2.49,41.12726667,-73.80816667,7.26,
Ada,14,2022-07-07T14:30:00+00:00,885,82,0.43,25.68,4.5,41.12725,-73.80816667,7.26,
Ada,14,2022-07-07T14:45:00+00:00,888,85.6,0.43,25.69,1.53,41.12725,-73.80816667,7.29,
Ada,14,2022-07-07T15:00:00+00:00,890,89.2,0.43,25.71,1.52,41.12725,-73.80816667,7.32,
Ada,14,2022-07-07T15:15:00+00:00,889,86.7,0.43,25.74,1.43,41.12725,-73.80816667,7.3,
Ada,14,2022-07-07T15:30:00+00:00,890,91.3,0.43,25.83,1.5,41.12725,-73.80816667,7.33,
Ada,14,2022-07-07T15:45:00+00:00,899,95,0.43,25.83,1.61,41.12725,-73.80816667,7.34,
Ada,14,2022-07-07T16:00:00+00:00,899,94.5,0.43,25.88,1.57,41.12723333,-73.80816667,7.35,
Ada,14,2022-07-07T16:15:00+00:00,900,87.3,0.43,25.93,1.49,41.12723333,-73.80816667,7.29,
Ada,14,2022-07-07T16:30:00+00:00,895,90.6,0.43,25.92,1.68,41.12723333,-73.80816667,7.3,
Ada,14,2022-07-07T16:45:00+00:00,899,84.9,0.43,25.95,1.5,41.12721667,-73.80816667,7.26,
Ada,14,2022-07-07T17:00:00+00:00,894,94.5,0.43,25.99,1.74,41.12721667,-73.80816667,7.36,
Ada,14,2022-07-07T17:15:00+00:00,897,94.8,0.43,26.04,1.77,41.12721667,-73.80816667,7.36,
Ada,14,2022-07-07T17:30:00+00:00,897,95.6,0.43,26.1,1.59,41.12721667,-73.80816667,7.36,
Ada,14,2022-07-07T17:45:00+00:00,899,97.9,0.43,26.08,1.66,41.12721667,-73.80816667,7.39,
Ada,14,2022-07-07T18:00:00+00:00,901,98.6,0.43,26.11,1.56,41.12721667,-73.80816667,7.38,
Ada,14,2022-07-07T18:15:00+00:00,901,98.9,0.43,26.13,1.81,41.12721667,-73.80816667,7.38,
Ada,14,2022-07-07T18:30:00+00:00,903,100.3,0.43,26.22,1.71,41.12723333,-73.80816667,7.38,
Ada,14,2022-07-07T18:45:00+00:00,902,94.7,0.43,26.24,1.58,41.12723333,-73.80816667,7.33,
Ada,14,2022-07-07T19:00:00+00:00,902,96.9,0.43,26.27,1.61,41.12723333,-73.80816667,7.37,
Ada,14,2022-07-07T19:15:00+00:00,903,99.6,0.43,26.35,1.64,41.12725,-73.80816667,7.38,
Ada,14,2022-07-07T19:30:00+00:00,904,97.4,0.43,26.4,1.94,41.12725,-73.80816667,7.36,
Ada,14,2022-07-07T19:45:00+00:00,904,98.8,0.43,26.35,1.67,41.12725,-73.80816667,7.36,
Ada,14,2022-07-07T20:00:00+00:00,905,102.1,0.43,26.41,4.95,41.12725,-73.80816667,7.41,
Ada,14,2022-07-07T20:15:00+00:00,908,97.2,0.43,26.42,2.19,41.12725,-73.80816667,7.39,
Ada,14,2022-07-07T20:30:00+00:00,906,102.5,0.43,26.46,3.06,41.12725,-73.80816667,7.4,
Ada,14,2022-07-07T20:45:00+00:00,904,101,0.43,26.5,1.6,41.12723333,-73.80816667,7.4,
Ada,14,2022-07-07T21:00:00+00:00,904,100.5,0.43,26.52,1.65,41.12723333,-73.80816667,7.39,
Ada,14,2022-07-07T21:15:00+00:00,905,101.3,0.43,26.56,1.49,41.12721667,-73.80816667,7.39,
Ada,14,2022-07-07T21:30:00+00:00,907,101.9,0.43,26.52,1.71,41.12721667,-73.80816667,7.4,
Ada,14,2022-07-07T21:45:00+00:00,905,99.6,0.43,26.51,1.61,41.12725,-73.80816667,7.41,
Ada,14,2022-07-07T22:00:00+00:00,905,97.9,0.43,26.55,1.58,41.12726667,-73.80816667,7.37,
Ada,14,2022-07-07T22:15:00+00:00,904,98.8,0.43,26.51,1.78,41.12726667,-73.80816667,7.37,
Ada,14,2022-07-07T22:30:00+00:00,908,99.9,0.43,26.57,1.72,41.12726667,-73.808,7.37,
Ada,14,2022-07-07T22:45:00+00:00,905,99.7,0.43,26.57,2.57,41.12726667,-73.808,7.38,
Ada,14,2022-07-07T23:00:00+00:00,905,100.6,0.43,26.62,2.71,41.12726667,-73.808,7.39,
Ada,14,2022-07-07T23:15:00+00:00,905,97.7,0.43,26.59,2.26,41.12726667,-73.80816667,7.37,
Ada,14,2022-07-07T23:30:00+00:00,906,97.5,0.43,26.56,1.63,41.12725,-73.80816667,7.36,
Ada,14,2022-07-07T23:45:00+00:00,912,97.8,0.43,26.59,1.67,41.12725,-73.80816667,7.35,
Ada,14,2022-07-08T00:00:00+00:00,908,98.1,0.43,26.56,1.63,41.12723333,-73.80816667,7.36,
Ada,14,2022-07-08T00:15:00+00:00,909,99.2,0.43,26.58,1.62,41.12723333,-73.80816667,7.37,
Ada,14,2022-07-08T00:30:00+00:00,909,99.3,0.43,26.59,1.83,41.12723333,-73.80816667,7.36,
Ada,14,2022-07-08T00:45:00+00:00,908,98.9,0.43,26.59,1.58,41.12723333,-73.80816667,7.37,
Ada,14,2022-07-08T01:00:00+00:00,906,98.5,0.43,26.54,1.48,41.12725,-73.80816667,7.37,
Ada,14,2022-07-08T01:15:00+00:00,907,100.3,0.43,26.57,1.73,41.12725,-73.80816667,7.38,
Ada,14,2022-07-08T01:30:00+00:00,908,100.3,0.43,26.56,1.89,41.12725,-73.80816667,7.38,
Ada,14,2022-07-08T01:45:00+00:00,908,98.7,0.43,26.56,1.89,41.12723333,-73.80816667,7.37,
Ada,14,2022-07-08T02:00:00+00:00,908,99.4,0.43,26.53,1.92,41.12723333,-73.80816667,7.37,
Ada,14,2022-07-08T02:15:00+00:00,908,97.5,0.43,26.55,1.84,41.12723333,-73.80816667,7.36,
Ada,14,2022-07-08T02:30:00+00:00,892,97.6,0.42,26.57,1.66,41.12723333,-73.80816667,7.35,
Ada,14,2022-07-08T02:45:00+00:00,907,95.4,0.43,26.55,1.51,41.12725,-73.80816667,7.35,
Ada,14,2022-07-08T03:00:00+00:00,908,98.1,0.43,26.6,6.59,41.12725,-73.80816667,7.35,
Ada,14,2022-07-08T03:15:00+00:00,908,96.5,0.43,26.56,5.96,41.12725,-73.80816667,7.35,
Ada,14,2022-07-08T03:30:00+00:00,908,94.6,0.43,26.57,5.98,41.12726667,-73.80816667,7.35,
Ada,14,2022-07-08T03:45:00+00:00,908,95,0.43,26.59,5.6,41.12726667,-73.80816667,7.35,
Ada,14,2022-07-08T04:00:00+00:00,908,95.1,0.43,26.61,9.78,41.12726667,-73.80816667,7.36,
Ada,14,2022-07-08T04:15:00+00:00,908,98.8,0.43,26.6,6.11,41.12726667,-73.80816667,7.35,
Ada,14,2022-07-08T04:30:00+00:00,907,98.4,0.43,26.59,5.03,41.12726667,-73.80816667,7.38,
Ada,14,2022-07-08T04:45:00+00:00,908,97.6,0.43,26.58,5.64,41.12726667,-73.80816667,7.37,
Ada,14,2022-07-08T05:00:00+00:00,905,107,0.43,26.6,4.58,41.12725,-73.80816667,7.46,
Ada,14,2022-07-08T05:15:00+00:00,905,103.8,0.43,26.55,4.36,41.12725,-73.80816667,7.45,
Ada,14,2022-07-08T05:30:00+00:00,904,91.2,0.43,26.51,4.17,41.12726667,-73.80816667,7.44,
Ada,14,2022-07-08T05:45:00+00:00,902,90,0.43,26.48,4.32,41.12726667,-73.80816667,7.45,
Ada,14,2022-07-08T06:00:00+00:00,901,92.6,0.43,26.44,4.63,41.12725,-73.808,7.45,
Ada,14,2022-07-08T06:15:00+00:00,900,90,0.43,26.39,4.35,41.12725,-73.808,7.44,
Ada,14,2022-07-08T06:30:00+00:00,900,88.7,0.43,26.35,4.13,41.12725,-73.808,7.43,
Ada,14,2022-07-08T06:45:00+00:00,899,81.6,0.43,26.32,3.66,41.12725,-73.808,7.43,
Ada,14,2022-07-08T07:00:00+00:00,899,88.7,0.43,26.28,3.42,41.12725,-73.808,7.42,
Ada,14,2022-07-08T07:15:00+00:00,899,86.7,0.43,26.25,3.27,41.12725,-73.808,7.41,
Ada,14,2022-07-08T07:30:00+00:00,899,86.8,0.43,26.2,3.26,41.12725,-73.80816667,7.39,
Ada,14,2022-07-08T07:45:00+00:00,898,93.3,0.43,26.16,5.79,41.12725,-73.80816667,7.4,
Ada,14,2022-07-08T08:00:00+00:00,897,91.4,0.43,26.13,4.73,41.12726667,-73.80816667,7.38,
Ada,14,2022-07-08T08:15:00+00:00,897,88.3,0.43,26.1,4.25,41.12726667,-73.80816667,7.37,
Ada,14,2022-07-08T08:30:00+00:00,898,89.5,0.43,26.07,3.92,41.12728333,-73.80816667,7.34,
Ada,14,2022-07-08T08:45:00+00:00,897,86.3,0.43,26.02,3.07,41.12726667,-73.80816667,7.33,
Ada,14,2022-07-08T09:00:00+00:00,896,86.6,0.43,25.99,2.65,41.12725,-73.80816667,7.32,
Ada,14,2022-07-08T09:15:00+00:00,895,85.2,0.43,25.95,2.42,41.12725,-73.80816667,7.33,
Ada,14,2022-07-08T09:30:00+00:00,895,88.4,0.43,25.93,2.13,41.12723333,-73.808,7.32,
Ada,14,2022-07-08T09:45:00+00:00,894,88.5,0.43,25.88,1.99,41.12723333,-73.808,7.32,
Ada,14,2022-07-08T10:00:00+00:00,894,88.4,0.43,25.85,2.07,41.12725,-73.80816667,7.31,
Ada,14,2022-07-08T10:15:00+00:00,893,86,0.43,25.83,1.8,41.12725,-73.80816667,7.31,
Ada,14,2022-07-08T10:30:00+00:00,893,79.52,0.43,25.79,1.67,41.12725,-73.80816667,7.31,
Ada,14,2022-07-08T10:45:00+00:00,893,80.7,0.43,25.77,1.74,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T11:00:00+00:00,893,83.8,0.43,25.76,1.74,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T11:15:00+00:00,893,83.3,0.43,25.75,1.79,41.12725,-73.80816667,7.29,
Ada,14,2022-07-08T11:30:00+00:00,892,81.3,0.43,25.73,1.72,41.12725,-73.80816667,7.29,
Ada,14,2022-07-08T11:45:00+00:00,892,81.5,0.43,25.7,1.81,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T12:00:00+00:00,892,82.5,0.43,25.7,2.46,41.12723333,-73.80816667,7.28,
Ada,14,2022-07-08T12:15:00+00:00,892,83,0.43,25.7,2.68,41.12723333,-73.80816667,7.29,
Ada,14,2022-07-08T12:30:00+00:00,892,84.1,0.43,25.7,2.57,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T12:45:00+00:00,892,78.13,0.43,25.71,2.46,41.12726667,-73.80816667,7.31,
Ada,14,2022-07-08T13:00:00+00:00,892,82.1,0.43,25.72,1.88,41.12728333,-73.80816667,7.31,
Ada,14,2022-07-08T13:15:00+00:00,892,84.2,0.43,25.75,1.82,41.12728333,-73.80816667,7.32,
Ada,14,2022-07-08T13:30:00+00:00,892,85.3,0.43,25.71,3.37,41.12726667,-73.80816667,7.32,
Ada,14,2022-07-08T13:45:00+00:00,893,84.4,0.43,25.7,1.79,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T14:00:00+00:00,898,88.8,0.43,25.69,1.97,41.12726667,-73.80816667,7.3,
Ada,14,2022-07-08T14:15:00+00:00,898,91.2,0.43,25.72,1.82,41.12726667,-73.80816667,7.32,
Ada,14,2022-07-08T14:30:00+00:00,898,87.5,0.43,25.72,1.76,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T14:45:00+00:00,898,85.3,0.43,25.72,1.85,41.12725,-73.80816667,7.28,
Ada,14,2022-07-08T15:00:00+00:00,895,83.6,0.43,25.74,1.73,41.12725,-73.80816667,7.29,
Ada,14,2022-07-08T15:15:00+00:00,902,86.5,0.44,25.74,1.85,41.12725,-73.808,7.28,
Ada,14,2022-07-08T15:30:00+00:00,902,88.1,0.44,25.76,1.86,41.12725,-73.80816667,7.27,
Ada,14,2022-07-08T15:45:00+00:00,898,81.2,0.43,25.8,2.22,41.12723333,-73.80816667,7.25,
Ada,14,2022-07-08T16:00:00+00:00,901,77.77,0.43,25.82,1.88,41.12725,-73.80816667,7.25,
Ada,14,2022-07-08T16:15:00+00:00,904,85.2,0.44,25.87,1.86,41.12725,-73.80816667,7.28,
Ada,14,2022-07-08T16:30:00+00:00,905,83.4,0.44,25.89,1.83,41.12723333,-73.80816667,7.29,
Ada,14,2022-07-08T16:45:00+00:00,906,85,0.44,25.87,2.15,41.12721667,-73.80816667,7.28,
Ada,14,2022-07-08T17:00:00+00:00,905,88.5,0.44,25.91,1.88,41.12721667,-73.80816667,7.3,
Ada,14,2022-07-08T17:15:00+00:00,907,90,0.44,25.96,1.83,41.1272,-73.80816667,7.3,
Ada,14,2022-07-08T17:30:00+00:00,908,89.8,0.44,26.02,2.03,41.1272,-73.80816667,7.3,
Ada,14,2022-07-08T17:45:00+00:00,907,90,0.44,26.03,1.78,41.1272,-73.80816667,7.3,
Ada,14,2022-07-08T18:00:00+00:00,911,93.6,0.44,26.07,2.13,41.12721667,-73.80816667,7.32,
Ada,14,2022-07-08T18:15:00+00:00,909,93.1,0.44,26.07,1.96,41.12721667,-73.80816667,7.3,
Ada,14,2022-07-08T18:30:00+00:00,913,91.2,0.44,26.02,1.93,41.12723333,-73.80816667,7.31,
Ada,14,2022-07-08T18:45:00+00:00,913,82.9,0.44,26.05,1.83,41.12723333,-73.80816667,7.3,
Ada,14,2022-07-08T19:00:00+00:00,913,89,0.44,26.11,1.91,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T19:15:00+00:00,912,92.2,0.44,26.15,2.12,41.12725,-73.80816667,7.31,
Ada,14,2022-07-08T19:30:00+00:00,912,86.1,0.44,26.13,1.88,41.12725,-73.80816667,7.31,
Ada,14,2022-07-08T19:45:00+00:00,913,89.6,0.44,26.15,1.91,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T20:00:00+00:00,912,92.4,0.44,26.14,2.03,41.12725,-73.80816667,7.3,
Ada,14,2022-07-08T20:15:00+00:00,914,92,0.44,26.16,2.41,41.12723333,-73.80816667,7.31,
Ada,14,2022-07-08T20:30:00+00:00,914,94.9,0.44,26.23,3.16,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-08T20:45:00+00:00,914,95,0.44,26.21,2.23,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-08T21:00:00+00:00,915,94.3,0.44,26.28,2.05,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-08T21:15:00+00:00,916,94.4,0.44,26.31,2.29,41.12721667,-73.80816667,7.31,
Ada,14,2022-07-08T21:30:00+00:00,917,95.9,0.44,26.32,1.95,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-08T21:45:00+00:00,916,95.2,0.44,26.31,1.78,41.12726667,-73.80816667,7.32,
Ada,14,2022-07-08T22:00:00+00:00,916,94.9,0.44,26.24,2.61,41.12726667,-73.80816667,7.32,
Ada,14,2022-07-08T22:15:00+00:00,916,94.8,0.44,26.31,2.26,41.12726667,-73.808,7.32,
Ada,14,2022-07-08T22:30:00+00:00,917,94.9,0.44,26.33,2.47,41.12726667,-73.808,7.32,
Ada,14,2022-07-08T22:45:00+00:00,916,97.9,0.44,26.33,1.95,41.12726667,-73.808,7.34,
Ada,14,2022-07-08T23:00:00+00:00,916,95,0.44,26.32,2.14,41.12726667,-73.808,7.32,
Ada,14,2022-07-08T23:15:00+00:00,917,95.4,0.44,26.34,1.78,41.12726667,-73.808,7.33,
Ada,14,2022-07-08T23:30:00+00:00,916,95.6,0.44,26.31,1.76,41.12725,-73.808,7.33,
Ada,14,2022-07-08T23:45:00+00:00,918,92.9,0.44,26.31,1.95,41.12723333,-73.808,7.33,
Ada,14,2022-07-09T00:00:00+00:00,917,91.7,0.44,26.31,1.93,41.12721667,-73.808,7.31,
Ada,14,2022-07-09T00:15:00+00:00,917,96.8,0.44,26.31,2.06,41.12723333,-73.808,7.33,
Ada,14,2022-07-09T00:30:00+00:00,918,93.5,0.44,26.29,2.28,41.12723333,-73.80816667,7.34,
Ada,14,2022-07-09T00:45:00+00:00,917,97,0.44,26.31,2.24,41.12725,-73.80816667,7.34,
Ada,14,2022-07-09T01:00:00+00:00,918,96.6,0.44,26.31,2.25,41.12723333,-73.80816667,7.32,
Ada,14,2022-07-09T01:15:00+00:00,918,95.4,0.44,26.3,2.02,41.12725,-73.80816667,7.32,
Ada,14,2022-07-09T01:30:00+00:00,918,94.8,0.44,26.32,7.04,41.12723333,-73.80816667,7.33,
